N,P,K,ph,Organic Matter (%),Soil Texture,Irrigation Source,Region,Suitable Crops
0,133,200,5.708418722,2.569871483,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
30,143,199,5.7983508,3.33480828,Sandy,Canal,Lahore,"Wheat, Rice"
36,140,198,6.28188384,1.375760136,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
37,137,199,5.697945522,4.48800279,Clayey,Tube well,Multan,"Mango, Wheat"
33,121,203,5.605934087,4.956690818,Loamy,Rain-fed,Lahore,"Wheat, Rice"
7,144,195,5.85648105,1.726383707,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
35,128,205,6.041053829,1.764000003,Sandy,Tube well,Bahawalpur,"Dates, Millet"
29,128,198,5.685062404,4.908577389,Loamy,Rain-fed,Lahore,"Wheat, Rice"
2,143,196,5.669489065,0.819591181,Sandy,Tube well,Rawalpindi,"Barley, Maize"
34,140,198,5.751707342,1.773150248,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
29,144,204,5.800448951,3.846155368,Loamy,Canal,Bahawalpur,"Dates, Millet"
32,141,203,5.821347769,2.884465453,Sandy,Canal,Rawalpindi,"Barley, Maize"
13,144,197,6.28022267,3.904563768,Sandy,Tube well,Multan,"Mango, Wheat"
25,143,198,6.027314401,2.041402394,Clayey,Tube well,Rawalpindi,"Barley, Maize"
9,137,200,5.636687393,3.439200701,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
6,144,198,5.559363609,1.030638118,Clayey,Canal,Lahore,"Wheat, Rice"
37,126,196,5.596449493,0.610474267,Sandy,Canal,Bahawalpur,"Dates, Millet"
2,120,203,5.893492999,3.84527397,Clayey,Tube well,Bahawalpur,"Dates, Millet"
11,143,197,5.875718516,0.568821013,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
10,141,201,6.386021424,2.961694974,Loamy,Tube well,Multan,"Mango, Wheat"
24,142,202,5.710819862,1.396446277,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
23,138,195,5.795985716,2.374211476,Sandy,Rain-fed,Multan,"Mango, Wheat"
18,125,204,6.046673619,4.728538724,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
13,121,196,6.443382913,1.789567403,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
26,122,202,5.617227184,4.645501533,Sandy,Rain-fed,Multan,"Mango, Wheat"
28,123,202,6.442289294,1.416398266,Clayey,Tube well,Rawalpindi,"Barley, Maize"
26,121,201,6.162034371,1.047240189,Loamy,Rain-fed,Multan,"Mango, Wheat"
21,137,196,5.812781806,2.48285288,Loamy,Tube well,Multan,"Mango, Wheat"
21,135,198,5.765015126,1.726078885,Sandy,Tube well,Multan,"Mango, Wheat"
5,144,205,6.184922574,3.234599855,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
2,123,205,5.739652177,2.800589551,Loamy,Tube well,Bahawalpur,"Dates, Millet"
15,133,199,5.824778636,4.463497903,Sandy,Tube well,Lahore,"Wheat, Rice"
31,130,198,5.554823557,4.677147674,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
25,143,200,6.024248787,1.540955606,Sandy,Rain-fed,Lahore,"Wheat, Rice"
16,143,204,5.631333387,3.061998057,Clayey,Canal,Bahawalpur,"Dates, Millet"
19,122,202,5.811975094,0.554170928,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
10,125,196,5.730557448,4.663894313,Clayey,Canal,Rawalpindi,"Barley, Maize"
20,139,202,5.66999105,1.831045528,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
28,123,198,5.682751473,3.435574342,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
28,136,200,6.245858905,2.319164499,Sandy,Canal,Multan,"Mango, Wheat"
2,131,199,6.017370134,4.616460027,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
2,140,197,5.53456749,2.13818885,Sandy,Canal,Lahore,"Wheat, Rice"
27,138,201,5.952367662,3.852644221,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
30,127,204,6.126436584,1.478078485,Sandy,Canal,Bahawalpur,"Dates, Millet"
32,145,203,6.406818518,3.57168983,Loamy,Tube well,Lahore,"Wheat, Rice"
29,139,205,6.155939453,0.955307715,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
26,126,195,5.878568981,0.979801733,Sandy,Canal,Multan,"Mango, Wheat"
40,136,202,5.935336308,2.508669914,Loamy,Canal,Rawalpindi,"Barley, Maize"
6,124,200,5.971332179,2.192942393,Clayey,Rain-fed,Multan,"Mango, Wheat"
35,138,200,5.67130617,1.879893855,Loamy,Tube well,Bahawalpur,"Dates, Millet"
17,136,196,5.882155988,0.914765607,Clayey,Canal,Rawalpindi,"Barley, Maize"
33,134,205,6.08551916,3.659665905,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
16,143,197,5.90402645,2.002668933,Sandy,Tube well,Multan,"Mango, Wheat"
27,120,200,6.110218826,4.983248106,Clayey,Tube well,Lahore,"Wheat, Rice"
29,145,205,6.212302608,2.002092818,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
3,141,197,6.142803397,1.48545103,Clayey,Tube well,Lahore,"Wheat, Rice"
15,123,204,6.365972688,2.321136288,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
5,136,195,6.264202804,3.293841123,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
10,136,204,6.276198595,3.969751532,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
7,141,195,5.514253142,3.12860362,Sandy,Canal,Lahore,"Wheat, Rice"
2,129,201,5.682343744,4.055350058,Clayey,Tube well,Rawalpindi,"Barley, Maize"
29,138,197,5.830892252,0.905621116,Sandy,Canal,Rawalpindi,"Barley, Maize"
30,137,200,5.603413172,1.665795794,Sandy,Canal,Lahore,"Wheat, Rice"
29,132,204,6.0967531,0.669290736,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
14,139,197,6.056529526,2.480092337,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
18,125,203,6.160267496,4.403567479,Loamy,Tube well,Rawalpindi,"Barley, Maize"
33,143,204,5.814434775,3.834589539,Sandy,Tube well,Multan,"Mango, Wheat"
40,144,196,5.987262638,4.778617271,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
9,143,197,5.570020684,1.217826045,Clayey,Canal,Multan,"Mango, Wheat"
38,135,203,5.965551311,2.076918979,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
28,130,196,6.062356467,2.998960535,Clayey,Canal,Multan,"Mango, Wheat"
35,142,203,5.895319002,4.839822294,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
12,129,205,6.119432215,1.773163954,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
1,135,203,5.624203283,2.145164019,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
0,145,205,5.52078314,2.655155389,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
31,121,201,5.731535258,3.698223307,Loamy,Canal,Rawalpindi,"Barley, Maize"
35,131,203,5.893490899,0.584044458,Loamy,Tube well,Bahawalpur,"Dates, Millet"
29,140,195,5.560521058,4.484150485,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
33,138,198,6.222390798,3.107730494,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
14,140,197,6.071255131,2.762634303,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
35,145,195,6.231950009,1.838024225,Sandy,Tube well,Multan,"Mango, Wheat"
40,120,197,5.889480679,3.899575729,Clayey,Tube well,Lahore,"Wheat, Rice"
25,132,198,5.732757516,4.777449424,Loamy,Rain-fed,Multan,"Mango, Wheat"
31,137,196,6.400321212,4.353291764,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
36,144,196,6.496934492,1.52835335,Sandy,Tube well,Multan,"Mango, Wheat"
10,140,197,6.229498836,4.736138849,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
22,30,12,6.354006744,1.726453109,Clayey,Tube well,Bahawalpur,"Dates, Millet"
37,6,13,7.511755068,4.51519082,Sandy,Tube well,Rawalpindi,"Barley, Maize"
27,13,6,7.335158382,1.818708519,Sandy,Tube well,Rawalpindi,"Barley, Maize"
7,16,9,7.813916603,4.28588832,Loamy,Tube well,Rawalpindi,"Barley, Maize"
20,7,9,7.129136941,4.723435561,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
26,27,10,6.079998496,3.723236025,Clayey,Tube well,Lahore,"Wheat, Rice"
5,23,15,7.408939392,3.121579962,Loamy,Tube well,Multan,"Mango, Wheat"
0,18,14,7.207991261,2.696182735,Clayey,Canal,Bahawalpur,"Dates, Millet"
39,24,14,7.189259647,1.67329805,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
13,23,6,7.365338111,2.322453051,Clayey,Canal,Rawalpindi,"Barley, Maize"
21,17,15,7.455991072,3.455999929,Loamy,Canal,Lahore,"Wheat, Rice"
33,12,8,6.822282114,4.30215368,Clayey,Canal,Rawalpindi,"Barley, Maize"
6,9,12,7.028746406,4.879091615,Sandy,Canal,Multan,"Mango, Wheat"
19,7,10,6.118430299,2.786217963,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
24,18,6,6.285312759,0.608376184,Loamy,Canal,Multan,"Mango, Wheat"
9,11,8,6.559236744,0.841338977,Sandy,Rain-fed,Multan,"Mango, Wheat"
31,8,7,7.163245982,2.707093147,Sandy,Canal,Lahore,"Wheat, Rice"
22,17,5,6.945562889,1.125279281,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
13,5,8,7.474710503,1.548200181,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
16,8,9,7.601189843,4.762533998,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
4,13,6,7.561143224,1.785548493,Clayey,Rain-fed,Lahore,"Wheat, Rice"
0,25,14,6.361671475,2.989082042,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
8,7,10,6.929216014,4.604024198,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
4,23,5,7.477935216,2.826374339,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
33,14,8,7.684420446,1.247530732,Sandy,Canal,Bahawalpur,"Dates, Millet"
30,7,15,7.825531916,2.37198741,Loamy,Canal,Multan,"Mango, Wheat"
21,29,12,6.438668989,2.736694008,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
11,14,5,6.946354724,4.294254966,Sandy,Tube well,Rawalpindi,"Barley, Maize"
9,8,15,7.994465371,3.601556494,Sandy,Canal,Lahore,"Wheat, Rice"
5,18,14,7.434118807,1.246625364,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
29,25,14,7.781988584,1.366668631,Clayey,Rain-fed,Multan,"Mango, Wheat"
33,12,15,6.052318465,1.950562792,Loamy,Rain-fed,Lahore,"Wheat, Rice"
8,16,6,7.106650373,2.983994383,Loamy,Tube well,Rawalpindi,"Barley, Maize"
15,14,8,6.22094286,2.254593113,Loamy,Canal,Rawalpindi,"Barley, Maize"
16,7,8,6.420457311,2.393509659,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
0,12,7,6.969249676,0.947695897,Sandy,Tube well,Rawalpindi,"Barley, Maize"
5,25,6,6.011302181,4.683108194,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
6,8,11,6.600948788,2.828341959,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
10,5,5,7.817846496,1.143897168,Sandy,Tube well,Rawalpindi,"Barley, Maize"
1,17,6,6.8198271,1.677342591,Sandy,Rain-fed,Multan,"Mango, Wheat"
1,30,10,7.291405641,1.165114916,Loamy,Rain-fed,Multan,"Mango, Wheat"
0,23,15,7.598729065,1.415889544,Clayey,Rain-fed,Multan,"Mango, Wheat"
24,27,9,6.157135092,2.799783664,Loamy,Canal,Bahawalpur,"Dates, Millet"
36,11,13,7.1917274,1.570026564,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
40,21,8,7.418761774,1.236921623,Sandy,Canal,Lahore,"Wheat, Rice"
40,22,6,6.488221135,4.40634602,Loamy,Canal,Rawalpindi,"Barley, Maize"
32,18,13,6.044167236,3.417642301,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
9,10,10,6.010391864,3.948986957,Sandy,Tube well,Rawalpindi,"Barley, Maize"
13,16,8,6.949838549,2.081345707,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
15,9,11,7.907956251,3.182709118,Loamy,Tube well,Bahawalpur,"Dates, Millet"
29,11,5,7.639788459,1.055406849,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
1,15,9,7.53350946,1.163581656,Clayey,Canal,Rawalpindi,"Barley, Maize"
18,5,11,6.251586885,1.17975019,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
14,22,9,6.543191814,3.050865424,Loamy,Canal,Lahore,"Wheat, Rice"
33,15,7,7.651225301,3.003644503,Clayey,Tube well,Multan,"Mango, Wheat"
4,6,7,6.708889665,4.768510044,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
17,16,14,6.625538653,1.958208528,Clayey,Tube well,Bahawalpur,"Dates, Millet"
12,20,10,6.528354932,1.705470278,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
34,29,8,6.450640306,3.166042013,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
39,28,10,7.181907673,2.83991615,Clayey,Tube well,Bahawalpur,"Dates, Millet"
31,25,12,7.016482298,4.73738497,Sandy,Tube well,Lahore,"Wheat, Rice"
12,6,8,6.388617138,2.497739925,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
12,29,13,7.57125447,4.513630851,Loamy,Tube well,Bahawalpur,"Dates, Millet"
26,11,11,7.609348255,4.632912137,Clayey,Tube well,Bahawalpur,"Dates, Millet"
19,24,15,7.137136973,1.94792893,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
39,21,9,6.354022554,2.476428296,Sandy,Canal,Bahawalpur,"Dates, Millet"
16,29,13,6.196907944,0.84742746,Sandy,Canal,Rawalpindi,"Barley, Maize"
36,29,13,7.829507245,2.714567132,Sandy,Rain-fed,Lahore,"Wheat, Rice"
37,23,12,6.395258356,1.584413851,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
39,9,15,7.992041984,2.598693584,Clayey,Tube well,Lahore,"Wheat, Rice"
31,5,14,6.583411671,1.227325225,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
18,12,8,6.206053072,2.358074349,Clayey,Tube well,Lahore,"Wheat, Rice"
20,20,10,6.976997772,2.377436353,Loamy,Canal,Multan,"Mango, Wheat"
5,8,5,6.562594972,4.423690554,Clayey,Tube well,Rawalpindi,"Barley, Maize"
20,8,12,7.260416405,1.418280333,Clayey,Tube well,Lahore,"Wheat, Rice"
25,21,11,6.460044778,3.909388097,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
14,19,14,6.699164936,1.286565903,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
37,18,12,7.401121811,4.838840324,Clayey,Canal,Bahawalpur,"Dates, Millet"
26,15,6,6.912033409,2.67151505,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
13,22,5,7.764040111,4.074505622,Loamy,Rain-fed,Multan,"Mango, Wheat"
32,25,9,7.796034006,0.887751503,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
19,7,9,6.969883483,3.84994207,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
28,7,9,6.730757538,4.766534063,Sandy,Canal,Lahore,"Wheat, Rice"
24,30,11,6.601395755,1.345075653,Loamy,Tube well,Multan,"Mango, Wheat"
7,17,10,6.465913274,0.903351912,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
18,23,8,6.41354791,1.622093324,Clayey,Canal,Rawalpindi,"Barley, Maize"
7,20,12,6.475275337,2.551622985,Clayey,Tube well,Bahawalpur,"Dates, Millet"
20,23,11,6.407715561,4.205556999,Sandy,Canal,Lahore,"Wheat, Rice"
18,14,11,6.550814117,2.153131488,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
34,11,10,7.36220835,3.145830408,Clayey,Tube well,Lahore,"Wheat, Rice"
20,29,10,7.36549204,3.355612336,Loamy,Canal,Bahawalpur,"Dates, Millet"
37,24,13,7.8546243,0.937630631,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
12,8,10,7.995848977,3.519119454,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
34,10,14,6.725600855,2.612066481,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
6,13,9,7.786725333,0.704997604,Clayey,Canal,Rawalpindi,"Barley, Maize"
27,30,5,7.656978112,3.018196291,Sandy,Rain-fed,Multan,"Mango, Wheat"
13,8,12,7.105904818,1.058412612,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
6,7,7,7.199106204,1.573302243,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
40,17,15,7.871063004,3.262886393,Clayey,Canal,Multan,"Mango, Wheat"
31,26,9,7.566165721,3.029933714,Loamy,Rain-fed,Lahore,"Wheat, Rice"
61,68,50,6.793245417,4.252021871,Clayey,Canal,Lahore,"Wheat, Rice"
58,46,45,6.576261427,0.892467108,Sandy,Tube well,Rawalpindi,"Barley, Maize"
45,47,55,6.751452932,3.69827641,Sandy,Tube well,Bahawalpur,"Dates, Millet"
39,65,53,6.560743093,2.017409727,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
31,68,45,6.938313356,4.9378146,Loamy,Tube well,Multan,"Mango, Wheat"
70,68,45,6.991626158,2.819055225,Loamy,Tube well,Rawalpindi,"Barley, Maize"
68,62,50,6.977700268,1.0320261,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
34,65,47,6.833768535,1.384160167,Sandy,Tube well,Lahore,"Wheat, Rice"
38,68,54,6.739170045,4.881403448,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
69,64,47,6.993473247,3.196250249,Loamy,Tube well,Multan,"Mango, Wheat"
58,51,47,6.757470637,4.733571172,Clayey,Tube well,Lahore,"Wheat, Rice"
59,47,53,6.850663232,1.249221921,Clayey,Tube well,Lahore,"Wheat, Rice"
44,64,54,6.74274935,1.133453507,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
56,57,48,6.506120752,2.206121016,Sandy,Canal,Bahawalpur,"Dates, Millet"
69,60,54,6.98992719,1.612973652,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
56,58,49,6.69215564,3.161638638,Loamy,Tube well,Bahawalpur,"Dates, Millet"
49,55,53,6.544029776,3.094358844,Sandy,Canal,Lahore,"Wheat, Rice"
38,51,52,6.927803911,4.158859042,Clayey,Tube well,Rawalpindi,"Barley, Maize"
54,65,47,6.721835879,4.478643433,Sandy,Tube well,Multan,"Mango, Wheat"
57,57,51,6.99223441,2.162545212,Loamy,Canal,Multan,"Mango, Wheat"
39,52,53,6.704204398,1.663139918,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
58,67,45,6.702424548,4.723717327,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
61,64,52,6.641098708,0.969465724,Loamy,Tube well,Multan,"Mango, Wheat"
34,62,55,6.585346229,1.989969814,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
31,48,45,6.563134737,3.92250993,Sandy,Rain-fed,Rawalpindi,"Barley, Maize"
47,46,52,6.502289473,1.748695509,Sandy,Tube well,Rawalpindi,"Barley, Maize"
32,68,52,6.800321319,1.314290183,Loamy,Rain-fed,Multan,"Mango, Wheat"
36,59,46,6.721130543,0.577088119,Loamy,Tube well,Bahawalpur,"Dates, Millet"
61,51,51,6.574677594,0.779455752,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
70,54,46,6.919342407,4.664389803,Clayey,Tube well,Bahawalpur,"Dates, Millet"
44,56,49,6.519779583,4.050447141,Clayey,Tube well,Rawalpindi,"Barley, Maize"
34,68,51,6.687088098,2.520303317,Loamy,Canal,Multan,"Mango, Wheat"
50,59,47,6.747975732,1.818161446,Sandy,Rain-fed,Lahore,"Wheat, Rice"
39,70,52,6.65149129,2.49696345,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
34,61,49,6.502675132,2.881842968,Loamy,Tube well,Rawalpindi,"Barley, Maize"
44,60,55,6.825371185,4.748024988,Sandy,Canal,Multan,"Mango, Wheat"
31,62,52,6.99104104,1.375541905,Clayey,Canal,Bahawalpur,"Dates, Millet"
65,62,51,6.511624841,0.85059351,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
44,57,53,6.93172108,2.703104847,Clayey,Canal,Bahawalpur,"Dates, Millet"
50,47,48,6.712772333,2.911814071,Clayey,Tube well,Bahawalpur,"Dates, Millet"
43,50,48,6.63016515,3.474090437,Clayey,Canal,Bahawalpur,"Dates, Millet"
60,46,53,6.761953186,4.541401164,Sandy,Tube well,Bahawalpur,"Dates, Millet"
70,68,55,6.691202286,4.958575758,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
59,62,52,6.608667684,1.440193355,Loamy,Tube well,Rawalpindi,"Barley, Maize"
60,58,51,6.840802254,2.223528922,Loamy,Canal,Bahawalpur,"Dates, Millet"
42,60,47,6.834808348,4.615144509,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
35,66,47,6.953439161,4.320797706,Sandy,Canal,Bahawalpur,"Dates, Millet"
34,65,48,6.665024508,1.131307866,Clayey,Canal,Bahawalpur,"Dates, Millet"
36,54,46,6.662875839,4.675635123,Clayey,Canal,Rawalpindi,"Barley, Maize"
39,64,52,6.678695788,1.22170021,Loamy,Rain-fed,Multan,"Mango, Wheat"
37,52,47,6.54277684,0.625756891,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
33,47,46,6.839443833,2.387325989,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
34,48,48,6.805277038,2.353861392,Clayey,Canal,Lahore,"Wheat, Rice"
49,54,50,6.762522087,0.98950641,Loamy,Canal,Lahore,"Wheat, Rice"
40,65,49,6.678449318,1.617886562,Clayey,Rain-fed,Bahawalpur,"Dates, Millet"
68,52,49,6.577192175,4.760189502,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
50,46,52,6.734005648,2.385500994,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
65,63,50,6.524459342,4.346518428,Sandy,Tube well,Lahore,"Wheat, Rice"
40,49,47,6.501521192,2.388029801,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
42,53,48,6.758479569,1.50837538,Loamy,Canal,Faisalabad,"Cotton, Sugarcane"
49,55,51,6.676578778,1.192050699,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
59,62,49,6.941496806,2.069316099,Sandy,Rain-fed,Lahore,"Wheat, Rice"
63,58,47,6.864143752,1.248741918,Sandy,Canal,Rawalpindi,"Barley, Maize"
70,65,52,6.583528529,3.311512517,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
63,50,52,6.751747609,3.843356045,Sandy,Tube well,Bahawalpur,"Dates, Millet"
40,64,47,6.893509446,1.619132886,Clayey,Canal,Multan,"Mango, Wheat"
63,58,50,6.720744449,4.304637716,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
45,58,49,6.827812549,1.644328831,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
66,69,47,6.912299695,4.288090967,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
54,67,52,6.586107335,4.093832054,Loamy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
69,67,52,6.827305908,2.816024344,Sandy,Canal,Lahore,"Wheat, Rice"
67,68,49,6.821774589,3.427670462,Clayey,Tube well,Faisalabad,"Cotton, Sugarcane"
45,57,47,6.656458831,2.808685615,Clayey,Rain-fed,Rawalpindi,"Barley, Maize"
56,50,52,6.770384816,2.050791302,Clayey,Canal,Multan,"Mango, Wheat"
70,50,53,6.933809743,2.401383958,Sandy,Canal,Multan,"Mango, Wheat"
44,47,45,6.579441304,0.914055842,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
50,60,47,6.92791761,1.739228131,Sandy,Canal,Faisalabad,"Cotton, Sugarcane"
52,51,53,6.985804083,2.575323844,Loamy,Tube well,Rawalpindi,"Barley, Maize"
35,68,45,6.612429546,3.080252819,Loamy,Rain-fed,Multan,"Mango, Wheat"
68,69,52,6.813383387,1.750751392,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
32,55,52,6.9677596,3.002103459,Loamy,Rain-fed,Lahore,"Wheat, Rice"
32,55,51,6.57398033,1.587770868,Clayey,Rain-fed,Multan,"Mango, Wheat"
48,62,47,6.803094965,4.800782045,Loamy,Canal,Rawalpindi,"Barley, Maize"
39,69,53,6.964955435,3.226402729,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
49,61,45,6.764213299,2.641100171,Loamy,Rain-fed,Rawalpindi,"Barley, Maize"
48,57,54,6.617703178,4.653985524,Loamy,Tube well,Rawalpindi,"Barley, Maize"
69,66,49,6.52711001,1.665431499,Sandy,Tube well,Rawalpindi,"Barley, Maize"
53,55,55,6.709668804,3.492605282,Sandy,Tube well,Bahawalpur,"Dates, Millet"
38,61,52,6.620729882,1.449899472,Clayey,Canal,Bahawalpur,"Dates, Millet"
57,64,55,6.583760499,1.689455445,Loamy,Canal,Lahore,"Wheat, Rice"
51,57,55,6.676407337,4.167318953,Clayey,Canal,Multan,"Mango, Wheat"
56,65,45,6.751298936,3.803299236,Clayey,Rain-fed,Lahore,"Wheat, Rice"
54,66,52,6.867554147,1.928213915,Clayey,Rain-fed,Faisalabad,"Cotton, Sugarcane"
58,55,47,6.742490027,2.126717289,Sandy,Rain-fed,Faisalabad,"Cotton, Sugarcane"
68,70,54,6.986228647,3.430453045,Sandy,Tube well,Multan,"Mango, Wheat"
42,59,55,6.979102243,3.199781776,Sandy,Canal,Rawalpindi,"Barley, Maize"
43,64,47,6.825664782,4.537072977,Clayey,Canal,Lahore,"Wheat, Rice"
35,67,49,6.617066674,3.377061524,Clayey,Canal,Faisalabad,"Cotton, Sugarcane"
56,59,55,6.551892638,2.619158853,Loamy,Canal,Bahawalpur,"Dates, Millet"
39,64,53,6.598860305,2.14656979,Clayey,Tube well,Rawalpindi,"Barley, Maize"
18,30,29,6.420018717,4.951805714,Loamy,Rain-fed,Multan,"Mango, Wheat"
37,23,28,5.740054567,3.852691079,Loamy,Rain-fed,Bahawalpur,"Dates, Millet"
13,28,33,5.686972967,3.823830678,Clayey,Tube well,Rawalpindi,"Barley, Maize"
2,21,35,6.293662363,2.720107846,Sandy,Canal,Multan,"Mango, Wheat"
10,18,35,6.381975465,1.957425639,Sandy,Rain-fed,Multan,"Mango, Wheat"
7,11,32,5.542169139,4.085528012,Loamy,Tube well,Lahore,"Wheat, Rice"
39,5,31,5.551963184,4.313788044,Sandy,Canal,Lahore,"Wheat, Rice"
34,6,27,5.860740481,1.7091112,Sandy,Tube well,Faisalabad,"Cotton, Sugarcane"
31,30,29,5.558807063,3.498845091,Sandy,Rain-fed,Lahore,"Wheat, Rice"
25,7,35,5.55771171,2.073454874,Sandy,Tube well,Multan,"Mango, Wheat"
16,18,26,5.568365926,4.677592844,Sandy,Rain-fed,Bahawalpur,"Dates, Millet"
26,10,33,6.07071786,2.489422041,Loamy,Tube well,Bahawalpur,"Dates, Millet"
27,8,32,5.627860549,1.369456437,Loamy,Rain-fed,Multan,"Mango, Wheat"
37,18,30,6.38488418,2.019728733,Sandy,Rain-fed,Lahore,"Wheat, Rice"
19,15,34,5.685889066,0.779464901,Clayey,Rain-fed,Multan,"Mango, Wheat"
0,19,33,6.234458417,2.32636796,Loamy,Tube well,Faisalabad,"Cotton, Sugarcane"
